StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,age,sex,race ,year ,gpa _1,degree ,undergrad ,grad ,combined ,sleepDuration,sleepEnough,regSleep ,sleepCatchUp ,allNighter ,dayTired ,fallStayAsleep ,sleepDisorder,napFreq,napDuration ,leisureTime ,leisureFreq,socialMedia ,socMedDuration ,academic _1,mentalHealth _1,mentalHealth _2,mentalHealth _3,mentalHealth _4
11/22/21 12:19,11/22/21 12:24,IP Address,100,329,True,11/22/21 12:24,R_31RbFYp3YH9AhTp,anonymous,EN,24,Female,White or Caucasian,Fifth or more year,3.80,Graduate,,Physical Therapy,,7-8 hours.,No,No,Yes,"No, never.",Yes,No,,Rarely,30-60 minutes.,Yes,I spend some time on personal activities a few times a week.,Yes,Less than 1 hour/day.,Great,Ok,Ok,Ok,Good
11/22/21 12:24,11/22/21 12:26,IP Address,100,136,True,11/22/21 12:26,R_3ezy2YgkbGPslUo,anonymous,EN,19,Male,White or Caucasian,First year,,Undergraduate,Accounting,,,7-8 hours.,Yes,Yes,No,"No, never.",Yes,No,,Never,,Yes,1-3 hours/day.,No,,Great,Good,Ok,Good,Good
11/22/21 12:25,11/22/21 12:28,IP Address,100,162,True,11/22/21 12:28,R_9nnMfjNphWxJZGF,anonymous,EN,19,Female,White or Caucasian,Second year,3.97,Undergraduate,Advertising and Public Relations,,,9-10 hours.,Yes,Yes,Yes,"No, never.",Yes,No,,Never,,Yes,1-3 hours/day.,Yes,3-6 hours/day.,Good,Ok,Good,Ok,Good
11/22/21 12:29,11/22/21 12:31,IP Address,100,144,True,11/22/21 12:31,R_1Lp8VD2PWoAxJ7S,anonymous,EN,18,Male,White or Caucasian,First year,,Undergraduate,,,,7-8 hours.,Yes,Yes,No,"No, never.",No,No,,Rarely,30-60 minutes.,Yes,3-6 hours/day.,Yes,3-6 hours/day.,Not Good,Good,Ok,Ok,Good
11/22/21 12:33,11/22/21 12:35,IP Address,100,131,True,11/22/21 12:35,R_2pKXGbMDfY35ke5,anonymous,EN,19,Male,White or Caucasian,First year,N/A,Undergraduate,Finance,,,,No,No,Yes,"Yes, rarely.",Yes,Yes,No,Every day,60-90 minutes.,Yes,3-6 hours/day.,Yes,3-6 hours/day.,Ok,Ok,Not Good,Good,Good
11/22/21 12:33,11/22/21 12:36,IP Address,100,168,True,11/22/21 12:36,R_1Dr6B42bfqU1kVJ,anonymous,EN,18,Male,White or Caucasian,First year,3.7,Undergraduate,"Business, General",,,7-8 hours.,Yes,Yes,Yes,"No, never.",Yes,Yes,No,A few times a week,30-60 minutes.,Yes,3-6 hours/day.,Yes,1-3 hours/day.,Good,Not Good,Good,Not Good,Not Good
11/22/21 12:35,11/22/21 12:37,IP Address,100,138,True,11/22/21 12:37,R_2eRSoldkcXp0RmW,anonymous,EN,,Male,White or Caucasian,Second year,3.76,Combined Degree,,,Cybersecurity,7-8 hours.,No,Yes,Yes,"No, never.",Yes,Yes,No,Rarely,Less than 30 minutes.,Yes,1-3 hours/day.,Yes,1-3 hours/day.,Great,Ok,Ok,Good,Good
11/22/21 12:36,11/22/21 12:38,IP Address,100,145,True,11/22/21 12:38,R_3G7iFK3LRBpaVZs,anonymous,EN,18,Female,White or Caucasian,Second year,3.7,Undergraduate,Environmental and Sustainability Studies,,,5-6 hours.,Yes,No,Yes,"No, never.",Yes,No,,Rarely,30-60 minutes.,Yes,3-6 hours/day.,No,,Good,Good,Good,Good,Great
11/22/21 12:38,11/22/21 12:41,IP Address,100,173,True,11/22/21 12:41,R_9sQtf4eakGpteZb,anonymous,EN,21,Male,White or Caucasian,Fourth year,3.845,Undergraduate,Statistics,,,5-6 hours.,Yes,No,Yes,"No, never.",No,No,,Rarely,30-60 minutes.,Yes,I spend some time on personal activities a few times a week.,No,,Great,Good,Ok,Good,Ok
11/22/21 12:41,11/22/21 12:44,IP Address,100,142,True,11/22/21 12:44,R_2EFem9w69s3TZu9,anonymous,EN,25+,Female,White or Caucasian,Fourth year,3.5,Undergraduate,Statistics,,,5-6 hours.,No,Yes,Yes,"Yes, rarely.",Yes,Yes,No,Never,,Yes,3-6 hours/day.,Yes,3-6 hours/day.,Good,Not Good,Not Good,Ok,Ok
11/22/21 12:46,11/22/21 12:49,IP Address,100,158,True,11/22/21 12:49,R_2rO2ToHGAKogezb,anonymous,EN,25+,Female,White or Caucasian,Fifth or more year,3.2,Graduate,,Biostatistics,,6-7 hours.,No,No,Yes,"No, never.",Yes,Yes,No,Rarely,30-60 minutes.,Yes,I spend some time on personal activities a few times a week.,Yes,1-3 hours/day.,Good,Ok,Ok,Ok,Ok
11/22/21 12:48,11/22/21 12:51,IP Address,100,151,True,11/22/21 12:51,R_6hslBASPlfx5SEx,anonymous,EN,19,Male,White or Caucasian,Second year,3.00,Undergraduate,Exercise Science,,,7-8 hours.,Yes,No,No,"No, never.",Yes,Yes,No,Rarely,30-60 minutes.,Yes,1-3 hours/day.,Yes,1-3 hours/day.,Ok,Ok,Not Good,Not Good,Ok
11/22/21 12:48,11/22/21 12:52,IP Address,100,229,True,11/22/21 12:52,R_1r7XIall2K6lP3J,anonymous,EN,21,Male,Hispanic or Latino,Fourth year,3.86,Undergraduate,Biomedical Sciences,,,9-10 hours.,Yes,Yes,No,"No, never.",No,No,,Rarely,30-60 minutes.,Yes,1-3 hours/day.,Yes,1-3 hours/day.,Great,Great,Ok,Good,Good
11/22/21 12:51,11/22/21 12:52,IP Address,100,84,True,11/22/21 12:52,R_5yyliXaDkQxSQtX,anonymous,EN,21,Female,White or Caucasian,Fourth year,3.9,Undergraduate,Allied Health Sciences,,,6-7 hours.,No,No,Yes,"No, never.",Yes,Yes,No,A few times a week,60-90 minutes.,Yes,3-6 hours/day.,Yes,1-3 hours/day.,Ok,Ok,Ok,Good,Ok
11/22/21 12:38,11/22/21 12:57,IP Address,100,1120,True,11/22/21 12:57,R_2bJclSn3IguznQJ,anonymous,EN,19,Female,Multiracial or Biracial,Second year,3.5,Undergraduate,Nursing,,,More than 10 hours.,No,Yes,Yes,"No, never.",Yes,No,,Rarely,30-60 minutes.,Yes,I spend some time on personal activities a few times a week.,Yes,Less than 1 hour/day.,Not Good,Ok,Ok,Not Good,Ok
11/22/21 12:57,11/22/21 13:00,IP Address,100,141,True,11/22/21 13:00,R_PLLG1L9gy2mHwjf,anonymous,EN,24,Female,White or Caucasian,Second year,3.2,Undergraduate,Art Education,,,Less than 5 hours.,No,Yes,No,"Yes, rarely.",Yes,Yes,Yes,Rarely,Less than 30 minutes.,No,,Yes,1-3 hours/day.,Good,Not Good,Bad,Not Good,Ok
11/22/21 12:59,11/22/21 13:00,IP Address,100,95,True,11/22/21 13:00,R_0umtvaYzcPMwIeZ,anonymous,EN,20,Female,White or Caucasian,Third year,3.87,Undergraduate,Human Resource Management,,,5-6 hours.,No,No,Yes,"Yes, rarely.",Yes,Yes,No,A few times a week,30-60 minutes.,Yes,1-3 hours/day.,Yes,1-3 hours/day.,Good,Ok,Bad,Not Good,Not Good
11/22/21 13:01,11/22/21 13:03,IP Address,100,99,True,11/22/21 13:03,R_1o6AzEvc7OsnyNf,anonymous,EN,20,Female,White or Caucasian,Third year,3.64,Undergraduate,English,,,5-6 hours.,No,Yes,No,"No, never.",Yes,No,,A few times a week,60-90 minutes.,Yes,3-6 hours/day.,Yes,1-3 hours/day.,Great,Great,Good,Good,Ok
11/22/21 13:02,11/22/21 13:04,IP Address,100,100,True,11/22/21 13:04,R_6SuWq8jC3EpTC9j,anonymous,EN,,Female,White or Caucasian,Fourth year,3.1,Undergraduate,Biology,,,7-8 hours.,Yes,Yes,Yes,"No, never.",No,Yes,No,Rarely,Less than 30 minutes.,Yes,I spend some time on personal activities a few times a week.,Yes,1-3 hours/day.,Not Good,Not Good,Bad,Ok,Ok
11/22/21 13:03,11/22/21 13:06,IP Address,100,167,True,11/22/21 13:06,R_27qaokvdAol8Xfx,anonymous,EN,22,Female,White or Caucasian,Fifth or more year,3.7,Graduate,,Speech-Language Pathology,,6-7 hours.,No,No,Yes,"No, never.",Yes,Yes,No,Every day,30-60 minutes.,Yes,1-3 hours/day.,Yes,1-3 hours/day.,Great,Good,Not Good,Good,Ok
11/22/21 12:49,11/22/21 13:10,IP Address,100,1280,True,11/22/21 13:10,R_2E3IESIbtdfccy2,anonymous,EN,22,Female,White or Caucasian,Fifth or more year,3.3,Graduate,,Speech-Language Pathology,,5-6 hours.,No,No,Yes,"Yes, rarely.",Yes,Yes,No,A few times a week,More than 90 minutes.,Yes,I am too busy with school/work to have regular leisure time in my schedule.,Yes,3-6 hours/day.,Ok,Bad,Bad,Bad,Not Good
11/22/21 13:07,11/22/21 13:10,IP Address,100,201,True,11/22/21 13:10,R_byAD9QIEJmNR6XD,anonymous,EN,,Female,White or Caucasian,Third year,2.7,Undergraduate,Communication Studies,,,5-6 hours.,No,Yes,Yes,"No, never.",Yes,No,,Rarely,60-90 minutes.,No,,Yes,1-3 hours/day.,Not Good,Bad,Bad,Bad,Bad
11/22/21 13:10,11/22/21 13:12,IP Address,100,104,True,11/22/21 13:12,R_VUPfJQLplicLfXz,anonymous,EN,,Male,White or Caucasian,Fourth year,3.0,Undergraduate,Statistics,,,6-7 hours.,Yes,No,Yes,"No, never.",Yes,Yes,No,Rarely,30-60 minutes.,Yes,1-3 hours/day.,Yes,1-3 hours/day.,Ok,Ok,Bad,Not Good,Good
11/22/21 13:10,11/22/21 13:12,IP Address,100,105,True,11/22/21 13:12,R_1P8f9EcqSU35Fyh,anonymous,EN,25+,Female,White or Caucasian,Fifth or more year,3.8,Undergraduate,French,,,5-6 hours.,No,Yes,Yes,"Yes, I do it often.",Yes,Yes,No,Rarely,60-90 minutes.,Yes,1-3 hours/day.,Yes,1-3 hours/day.,Good,Bad,Bad,Bad,Bad
11/22/21 13:12,11/22/21 13:14,IP Address,100,135,True,11/22/21 13:14,R_3942jlHe133kJhL,anonymous,EN,20,Male,White or Caucasian,Third year,4.00,Combined Degree,,,Student-Initiated Combined Degree,6-7 hours.,No,Yes,Yes,"No, never.",Yes,No,,Never,,Yes,I spend some time on personal activities a few times a week.,Yes,Less than 1 hour/day.,Great,Good,Ok,Good,Good
11/22/21 13:13,11/22/21 13:15,IP Address,100,121,True,11/22/21 13:15,R_8zU5hJFUCVPzirD,anonymous,EN,20,Female,White or Caucasian,Second year,3.76,Undergraduate,Human Resource Management,,,6-7 hours.,No,Yes,Yes,"No, never.",Yes,No,,Every day,30-60 minutes.,No,,Yes,1-3 hours/day.,Good,Not Good,Not Good,Not Good,Ok
11/22/21 13:19,11/22/21 13:21,IP Address,100,118,True,11/22/21 13:21,R_247qZh0Hci9tOPB,anonymous,EN,25+,Male,White or Caucasian,Fifth or more year,3.69,Graduate,,Public Health,,7-8 hours.,No,Yes,No,"No, never.",Yes,No,,A few times a week,60-90 minutes.,Yes,1-3 hours/day.,Yes,Less than 1 hour/day.,Ok,Good,Ok,Ok,Good
11/22/21 13:18,11/22/21 13:22,IP Address,100,220,True,11/22/21 13:22,R_1illjAW9Z6GnI0Y,anonymous,EN,22,Female,White or Caucasian,Fifth or more year,2.0,Undergraduate,Natural Resources Management,,,5-6 hours.,No,No,No,"No, never.",No,Yes,No,Rarely,60-90 minutes.,Yes,1-3 hours/day.,Yes,1-3 hours/day.,Ok,Ok,Good,Ok,Good
11/22/21 13:23,11/22/21 13:24,IP Address,100,92,True,11/22/21 13:24,R_sXsuUWmA9OaOFQB,anonymous,EN,24,Female,White or Caucasian,Fourth year,3.95,Undergraduate,Accounting,,,7-8 hours.,Yes,Yes,No,"No, never.",No,No,,Never,,No,,No,,Great,Good,Bad,Great,Ok
11/22/21 13:24,11/22/21 13:26,IP Address,100,149,True,11/22/21 13:26,R_xELpM5EJaOhgyaJ,anonymous,EN,,Female,White or Caucasian,Fifth or more year,3.65,Graduate,,"Education, Higher Education",,7-8 hours.,No,Yes,Yes,"Yes, rarely.",Yes,Yes,No,Rarely,More than 90 minutes.,Yes,I spend some time on personal activities a few times a week.,Yes,1-3 hours/day.,Good,Ok,Not Good,Not Good,Ok
11/22/21 13:30,11/22/21 13:32,IP Address,100,149,True,11/22/21 13:32,R_23TqhZbHcrncYKR,anonymous,EN,,Female,White or Caucasian,Second year,3.77,Undergraduate,Psychology,,,6-7 hours.,No,No,Yes,"No, never.",Yes,Yes,No,A few times a week,Less than 30 minutes.,Yes,1-3 hours/day.,Yes,1-3 hours/day.,Good,Good,Ok,Ok,Good
11/22/21 13:33,11/22/21 13:35,IP Address,100,118,True,11/22/21 13:35,R_3QKLI4DsjDD1fDE,anonymous,EN,22,Female,White or Caucasian,Fifth or more year,3.40,Combined Degree,,,Accounting,6-7 hours.,No,Yes,Yes,"No, never.",Yes,Yes,No,A few times a week,60-90 minutes.,Yes,I spend some time on personal activities a few times a week.,Yes,1-3 hours/day.,Ok,Not Good,Not Good,Not Good,Not Good
11/22/21 13:39,11/22/21 13:46,IP Address,100,463,True,11/22/21 13:46,R_3j81WKks1xxr0IL,anonymous,EN,18,Female,Multiracial or Biracial,First year,3.0,Undergraduate,Nursing,,,Less than 5 hours.,No,No,Yes,"Yes, I do it often.",Yes,Yes,No,Every day,More than 90 minutes.,No,,Yes,3-6 hours/day.,Bad,Bad,Bad,Bad,Bad
11/22/21 13:50,11/22/21 13:52,IP Address,100,109,True,11/22/21 13:52,R_s74B3gRdNYRZQB3,anonymous,EN,,Male,Black or African American,First year,2.9,Undergraduate,Computer Science,,,Less than 5 hours.,No,No,No,"Yes, rarely.",Yes,Yes,No,Rarely,30-60 minutes.,Yes,3-6 hours/day.,Yes,3-6 hours/day.,Ok,Not Good,Good,Ok,Ok
11/22/21 13:56,11/22/21 13:59,IP Address,100,172,True,11/22/21 13:59,R_tXJIrgTdFiGMLW9,anonymous,EN,22,Female,White or Caucasian,Fifth or more year,4.0,Combined Degree,,,,5-6 hours.,No,No,Yes,"Yes, I do it often.",Yes,No,,Never,,No,,Yes,1-3 hours/day.,Great,Ok,Ok,Ok,Ok
11/22/21 13:57,11/22/21 14:00,IP Address,100,201,True,11/22/21 14:00,R_SPjUDqli3UL0ztL,anonymous,EN,22,Male,White or Caucasian,First year,,Graduate,,Data Science and Analytics,,6-7 hours.,Yes,No,Yes,"No, never.",No,No,,A few times a week,Less than 30 minutes.,Yes,1-3 hours/day.,Yes,3-6 hours/day.,Great,Good,Great,Good,Good
11/22/21 14:02,11/22/21 14:03,IP Address,100,88,True,11/22/21 14:03,R_3CQ4ocldT6m9uj1,anonymous,EN,,Male,White or Caucasian,Third year,3.5,Undergraduate,Statistics,,,7-8 hours.,Yes,No,Yes,"No, never.",Yes,No,,A few times a week,30-60 minutes.,Yes,1-3 hours/day.,Yes,1-3 hours/day.,Good,Ok,Ok,Not Good,Ok
11/22/21 14:22,11/22/21 14:26,IP Address,100,200,True,11/22/21 14:26,R_x0f13gJ9hsshB1D,anonymous,EN,,Female,White or Caucasian,Second year,,Undergraduate,Nursing,,,6-7 hours.,Yes,No,Yes,"No, never.",No,No,,Rarely,60-90 minutes.,Yes,1-3 hours/day.,Yes,1-3 hours/day.,Great,Great,Ok,Good,Great
11/22/21 14:38,11/22/21 14:41,IP Address,100,179,True,11/22/21 14:41,R_3e9NyGnED2k8jPG,anonymous,EN,21,Female,White or Caucasian,Fourth year,2.6,Undergraduate,"Biology,Preprofessional Studies",,,5-6 hours.,No,No,Yes,"Yes, I do it often.",Yes,Yes,No,A few times a week,60-90 minutes.,Yes,1-3 hours/day.,Yes,1-3 hours/day.,Bad,Bad,Bad,Not Good,Not Good
11/22/21 14:47,11/22/21 14:49,IP Address,100,120,True,11/22/21 14:49,R_2aaSoWkdCCbLdxW,anonymous,EN,22,Female,White or Caucasian,First year,,Graduate,,Communications,,6-7 hours.,No,No,Yes,"Yes, rarely.",Yes,Yes,No,A few times a week,Less than 30 minutes.,No,,Yes,3-6 hours/day.,Good,Not Good,Bad,Ok,Ok
